review,sentiment
it is terrific when a funny movie does not make smile you what a pity this film is very boring and so long it is simply painfull the story is staggering without goal and no fun you feel better when it is finished,negative
so well made no cgi crap has anyone else been on the jumping crocs tour of darwins adelaide river before black water was way realistic rogue was a bit cringeworthy thought the blonde chick was excellent in it have not really seen her before and the other chick is a babe she is always excellent v suspenseful i would compare it to jaws over any other man eating animal flick got the hole aussie thing down pat without going ott with struths and crikeys as well loved it,positive
the assignment is an outstanding thriller with several plot twists driven by character rather than star turns the need to stage special effects obligatory romance and endless car chases however there is a car chase in here and a dandy it is aidan quinn is wonderful as both the terrorist and the naval officer recruited to eliminate him it is rare that a second or third tier actor such as quinn is given an important starring role like this that carries a film usually such a role is given to an alist actor with box office draw which is probably why i never heard of this film before i saw it donald sutherland is great as the morally ambiguous somewhat creepy at times agent that recruits quinn ben kingsley is fine also as the israeli agent the plot is very complex and there are multiple story lines which converge in gradual fashion toward the end and not all at once as were used to seeing the paranoia and claustrophobia of these type of thrillers is captured and portrayed with both moral ambiguity and frightening intensity the locations are convincing and effective the soundtrack is nothing special but rarely do we get all of the above mentioned qualities these days without dumb andor meaningless plot developments unconvincing star turns loud annoying music video type soundtracks a villain that hams it up and repeatedly a cast costumes and plot that cater mostly to an audience under 25 this is an outstanding thriller which most assuredly did not get its just due upon its release 12 of 4 stars,positive
this is one of the finest movies i have ever seenthe stark scenerythe isolationthe ignorant bigoted people hiding behind their religiona backdrop for some wordliness and sophisticationthe acting is completely naturalbut for me as afoodie the best is the actual choosing and preparation of the feasti have spent time in paris and know the cuisine wellwhether or not the cafe anglais really exists i do not know but i do know of similar establishments and babettes menu and choice of wines are authenticand of course the end where despite themselves the perfect meal mellows them back to friendship is the only ending there could bethis is a 10 out of 10 film and should be seen by anyone with enough brain and taste to understand it,positive
set in the 1794 the second year of the french republic formed after the execution of louis xvi this film portrays the power struggle between the revolutionary leaders danton gerard depardieu at his finest and robespierre a commanding performance by the polish actor wojciech pszoniak the moderate revolutionary danton has returned to paris from his country seat where he has been since being deposed as leader of the committee of public safety in the previous year by robespierre he is opposed to the reign of terror which has resulted in the executions of thousands of citizens mainly by guillotine who are thought to be opposed to the revolution danton is confident of the support of the ordinary people and tries to persuade robespierre to curb the bloodletting but robespierre and the committee are afraid that the popularity of danton will lead to them being overthrown and put danton and his supporters on trial for being traitors this was the first french language film made by andrzej wajda after he had arrived in france from poland his polish film company was closed down by the government due to his support for the solidarity trade union which had opposed the polish government in the late seventies and early eighties his previous film man of iron 1981 had dealt with the solidarity union and its leader lech walesa and it is easy to draw comparisons between the relationship of walesa and the polish leader general jaruselski and that between danton and robespierre dantonwalesa are the voice of reason opposed to robespierrejaruselski who continue dictatorial rule despite having lost the support of the people they claim to represent the film is based on the polish play the danton affair written by stanislawa przybyszewska in the 1930s and on its release the film was criticised by some for being static and theatrical but what the film does is to concentrate on the behindthescenes meetings of the committees and the scenes in the national assembly and the courtroom rather than the activities on the streets of paris,positive
usually i am a bit of a fan of the bad eighties early nineties film featuring now has beensbut this film is so incredibly terrible that it was a real endurance test to sit through guys dressing up as girls has been done to death but never so pathetically corey haims performance was abysmal as usual nicole eggert was not much better this has no redeeming qualities even if you are a number 1 fan of an actoractress in this piece of trash stay away,negative
i have now seen quite a few films by pedro almodovar but this would have to be the most disappointing so far this film seemed to lack the zaniness that is usually everywhere in his films and the story just never got me interested many almodovar regulars appear in this film so it is not like there was a lack of onscreen talent but this film just seemed more serious than his other films if there was a comedic edge to this movie i certainly could not find it and it made for one surprisingly weak movie,negative
i greatly enjoyed margaret atwoods novel the robber bride and i was thrilled to see there was a movie version a woman frames a cop boyfriend for her own murder and his buddy an excop journalist tries to clear his name by checking up on the dead womans crazy female friends it is fortunate that the movie script fixes miss atwoods clumsy plotting by focusing on the story of these two men victims of scheming women heh okay you got me if these guys are mentioned in the book and i am pretty sure they are entirely made up for the movie i will eat the dust cover of my hardback copy apparently the three main female characters of the novel are not enough to carry the movie zenias manipulations are not interesting unless we see them happen to a man and a mans life is screwed up roz charis and toni tell their stories to a man because it is not important if a man does not hear them i liked the characters in the book it hurts to see them pushed off to the side for a mans story i normally do not look for feminist angles on media and i tried to enjoy the movie as is if i had not read the book i might have enjoyed the movie a lot more so if you like the cop and the excop and you want to read more about them youre out of luck read the novel if you want to enjoy luscious prose and characterization subtly layered through a plot it is the same plot the movie excavated it ironed it and sprinkled it with male angst it is like zenias revenge on margaret atwood,negative
this movie gets a 10 because there is a lot of gore in itwho cares about the plot or the actingthis is an italian horror movie people so you know you cannot expect much from the acting or the ploteverybody knows fulci took footage from other movies and added it to this onesince i never seen any of the movies that he took footage from it did not matter to methe italian godfather of gore out done himself with this moviethis is one of the goriest italian movies you will ever seeno gore hound should be without this movie in their horror movie collectionbuy this movie no matter what it is a horehounds dream come true,positive
ingrid bergman playing dentist walter matthaus faithful receptionist who harbors a little crush on her boss is absolutely wonderful in this film she handles the witty repartee in the script with aplomb and steals a terrific scene where she and goldie hawn talk in a record booth ingrids monologue is a front but her face tells you she believes in it with all her heart matthau is an odd choice for the leading man he is too old for goldie hawn and too unrefined for bergman not to mention too unfocused to be a dentist but i liked the way he tries hard to please goldie and stumbles around trying to free himself from a lie hawn who won a supporting oscar is just as fresh and bubbly as she is today this bedroom farce is not terribly sophisticated and faintly reminds one of any wednesday besides but it is a welcome relief from the noisy teenoriented comedies they turn out today cactus flower is a lovely sigh from,positive
a bored television director is introduced to the black arts and astral projection by his girlfriend learning the ability to separate his spirit from his body the man finds a renewed interest in his life and a sense of wellbeing unfortunately the man discovers while he is sleeping his spirit leaves his body and his uncontrolled body roams the streets in a murderous rampage according to the dvd sleeves synopsis the synopsis is not entirely correct as it turns out anyway the movie opens with a dizzying outofbody example of handsome director winston rekert as paul sharpes newly discovered astral body experience it also foreshadows an upcoming dogfight young andrew bednarski as matthew sharpe being a kid draws pictures of the blue man as his murder spree begins handsome detective john novak as stewart kaufman discovers the victims are connected to mister rekert mister novaks investigation leads to the supernatural a prime example of which is karen black as janus with whom rekert fears he is falling in love several in the cast perform well but the blue man winds up tying itself up in a knot aka eternal evil its unsatisfying story tries to be far too clever for its own good,negative
ah yes the 1980s a time of reaganomics and sly chuck and a host of other action stars hiding in a remote jungle blowing away commies at the time i couldnt believe how movies like rambo missing in action and uncommon valor and who can forget the ridiculous red dawn made money at the box office theyre turgid action crap fests with a rather off putting right wing agenda and they have dated very badly tromas war is a tongue in cheek take on these type of movies but youve got to ask yourself did they need spoofing in the first place of course not tromas war lacks any sort of sophistication though it does make the point that theres no real difference between right wing tyrants and left wing ones and sometimes feels more like a grade z movie than a send up maybe it is,negative
this tale based on two edgar allen poe pieces the fall of the house of usher dance of death poem is actually quite creepy from beginning to end it is similar to some of the old blackandwhite movies about people that meet in an old decrepit house for example the cat and the canary the old dark house night of terror and so on boris karloff plays a demented inventor of lifesize dolls that terrorize the guests he dies early in the film or does he and the residents of the house are subjected to a number of terrifying experiences i would not go into too much detail here but it is definitely a mustsee for fans of old dark house mysteries watch it with plenty of popcorn and soda in a darkened room dan basinger 810,positive
i am so happy and surprised that there is so much interest in this movie jack frost was my introduction into the films produced and distributed by apix entertainment and without exception everything this company deals with is pure crap first and this is very important never ever watch this movie sober why would you unlike many other entertaingly bad movies this one i feel was made intentionally bad i just cannot get over how fake the snowman is which is why its always shown only briefly the way it moves is the best this movie is way better than the michael keaton piece of crap becuz that was made too be a good movie and that version is as bad as this,negative
revolt of the zombies proves that having the same director revamp and recycle an idea does not necessarily make lightning strike twice the halperin brothers responsible for the horror classic white zombie made this trite piece of garbage a mere few years later to cash in on its popularity and even recycled closeups of lugosis eyes from that previous film there was a court battle with the white zombie films rights owners who did not want the halperins to be able to use the word zombie in this title that word was the only thing that could help this film because as everyone knows bad films can make much more money simply by having the word zombie appear in the title knowing what victor halperin was capable of a few years before only makes this uninteresting film more insulting it seems he never directed another horror film after this debacle the zombies here seem not to be true walking dead but simply hypnotism victims wanna create a mindcontrolled army of zombies be ready to crack a few eggs including your own the lame plot man falls in love with scheming woman who plays with his heart and becomes engaged to him only to make his friend whom she loves jealous this sends man into a spiral of madness in which he tries using zombie mindcontrol techniques to change things to his advantage in an attempt to win over a woman who is not worth spit this includes one of the most blatantly obvious plot developments i have ever seen youd have to be blind or stupid not to see the ending coming the acting is not even good this movie makes the racially insensitive king of the zombies which appeared on the same double bill dvd i bought seems like an atmospheric horror masterpiece by comparison and reminds us that not every black and white film is a classic it makes the atomic age scifi alien zombie cheese fest invisible invaders seem like a serious drama this is one big ball of cheese so ridiculously melodramatic it could probably make many a korean film fan twitch south korean films are often known for their use of melodrama the credits list the ironically named company favorite films i am not sure whose favorite film this would be but they are obviously an idiot not recommended for fans of zombies romance or classic films,negative
the complaints are valid to me the biggest problem is that this soap opera is too aimed for women i am okay with these night time soaps like greys anatomy or ugly betty or west wing because there are stories that are interesting even with the given that they will never end however when the idea parallels the daytime soaps aimed at just putting hunky men taye diggs tim daly and chris lowell into sexual tension and romps and numerous ridiculous difficult situations in a socalled little hospital it seems like general hospitalor a female counterpart to baywatch that was what men wanted and they had it so if this is what women want so be it but the idea that this is a high brow show or something men will watch is unrealistic,negative
this movie was one of the best movies that i have seen this year i did not see any cameos in the movie but it is still pretty good it is similar to anchorman in the humor department but i think this is a better put together movie it actually has a point if you are going to see a whole bunch of ta you will be disappointed just a well put together movie if you have nothing to do for the day or you need a lot of humor you will find this to be a really good movie i definitely think that ebert and roepers review of this movie is right on i mean i do not really like ebert on most movies but this is the movie that i will agree about the movie contains a good enough story that it is actually believable that these type of people are out there there is definitely something to be said about how they treat virginity in this movie yea sure you get laughed at when it is found out about but it still suggests that you wait steve did a wonderful job of portraying the person that he did in this movie and yet it is still funny,positive
i remember seeing this film in the mid 80s thought it a well paced and well acted piece i now work quite often in berkeley square and the had to get a copy of dvd to remind myself how little the area has changed although my office is newish it just 30 seconds away from the bank even jack barclays car dealership is still there selling bentleys and rolls royces it is look like the dvd is due a region 2 release soon the region 1 copy i is very poor quality let us hope they have cleaned it up only the slightly dodgy escape sequence from the court spoils what would otherwise be a great film but i guess is in line with the caper tag the film goes with,positive
two hours ago i was watching this brilliant movie which overwhelmed me with its imprisoning photography it is quite understandable how it won the prize of best camera in cannes 20 close ups predominated it close ups of walls humans and of many other things the warm colored lighting which is also usually by the director gave the movie a warm atmosphere only two persons are principally to be seen in most of it an interesting music and especially three songs or themes accompanied the movie nearly all the time each one of these themes represented a certain atmosphere during the whole movie silence and slow movements characterize the movie some scenes were extended moments or a serious of closeups not only tony leung deserves a prize for his superb acting since maggie cheung was also so brilliant i wonder how many dresses she was wearing in the different scenes the story was also connected somehow with the history of hong kong and the region the 1960s this prevented me from understanding some details of the it especially at the end in short i would recommend the fans of artistic movies to watch it in the cinema,positive
luckily for bill murray this is such a lightweight project since he pretty much has to carry it meatballs is the story of lowrent camp northstar and how its counselors deal with the campers as well as one another then there is much made of their wealthy rivals from across the lake named camp mohawk which culminates in a twoday olympiad competition above it all is bill murray clowning around and making a pretty memorable film debut the film is sprinkled with mediumsized laughs chuckles and more than a few guffaws along the way the biggest laughs come from the pranks played on the nerdy camp director three of them involve the counselors moving his bed outside in various locations while he is sleeping morty or micky as everyone calls him wakes up along the side of a road strung up in some trees several feet above the ground and finally floating on a raft in the middle of the lake there are also some funny moments involving the counselors hitting on one another but this is a pg rated film with little in the way of raunchiness the film takes a serious note involving a shy camper named rudy who is played by chris makepeace of course it is up to murray to teach the kid how to open up and give him the confidence he needs to run a marathon during the olympiad the sentimentality of rudys situation seems tacked on to a great degree notice how when murray first sees the kid sitting alone in the grass after getting off the bus he tells him you must be the short depressed kid we ordered makes you wonder if that line was really in the script or murray was just adlibbing while the cameras were rolling in other words murray might as well have said to makepeace you must be that actor we hired to play the stereotypical lonely kid you see in most summer camp films who does not fit in but before it is all over murrays performance makes this plot device more than bearable he really seems to have some good chemistry with makepeace the film culminates with the games between the two rival camps very little of the events we are shown are even slightly believable but it just does not matter this is a pretty good film on many levels do not let the absurd 56 rating this film is currently getting scare you off murray will keep you laughing throughout just be warned avoid the sequels especially the one with corey feldman 8 of 10 stars the hound,positive
the danish bladerunner is boldly stated on the box are you kidding me this film is a complete drag when i am thirsty and go for a soda in the kitchen i usually pause the vcr so i would not miss anything not this time i actually found myself looking long and hard in the fridge just so i wouldnt have to go back why the hell is there not one sciencefictionscriptwriter out there who has the vaguest clue about how computers work it is mindboggling one of the premises of film is that our hero whos a hacker has a little computerassistant to help him the microsoft office paperclip finally caught on in the future when he loses the assistant in the movie he is helpless and cannot get into any computers he is a hacker it is like saying that you cannot drive your car if you do not have your lucky drivingcap on i would not even go into the lightningeffect when he recieves electroshock,negative
this movie shows a clip of live animal mutilation of an animal getting hacked by a machete and getting its skin ripped off i know these horrible things happen in the world but im watching movies based on the fact that what im watching is not actually happening on the screen these live animal clips are not meant to be in movies they are meant to show people that belong to certain organizations to help the horrible things that humans to do other species this should be banned and destroyed i have also contacted netflix and other resources to collaborate getting this movie off the market this movie should be removed from the public the person who made this movie needs psychological help,negative
anyone who thinks kool moe dee carol alt and corey feldman comprise a list of good actors must be smoking something i would love to try sometime where to begin lousy soundtrack hammy acting action in places this is the typical amateurishly written hack fodder that washedup hasbeen and neverwass love to star in i actually felt embarrassed for the stars in this film the only thespian missing to top this turd was gary coleman who if he would have been in the movie would have made it at least somewhat howlingly bad rather than just plain bad there was one part in the film where carol alt screamed do you think i am an idiot yes carol i do your agent does and please for the love of all that is decent and holy go away and stop degrading yourself like this this film is something anna nicole smith would take part in i would tell you what the plot was but that would be one more sentence fragment to this article plus my mind drifted many times during the movie anyway so i barely paid attention,negative
this film could have been a decent remake and gosh knows it tried or miss english tried assembling talented actors together with a successful experienced writerdirector should be a formula for a decent film but miss englishs experience according to her imdb bio is exclusively limited to television work and it is glaringly obvious throughout this film i am surprised that none of the reviews i have read mention what i found most unlikeable about this film and what kept it from reaching even a portion of its potential it looked and felt like it was made for television to give some credit to miss english many of the jokes that simply did not work on a movie screen would have been terrific on tv and maybe a laugh track would have helped so much of the camera usage and the lighting would have played out fine on tv but looked awkward or odd on a big screen if the whole film had been chopped up into a miniseries or a sitcom i think it could have worked but this is cinema and sadly miss englishs talents did not translate i cringed at so many different points in my embarrassment for the actors the writers that i felt like i came out of the theater half shriveled meg ryan is her usual perky cute self except for the awful plastic surgery she has had on her face but where did she have a chance to use her talent she has made films where she does not recreate her stereotyped role and done them well but not here annette bening seemed to simply go through the motions such a great talent and yet such a poor performance i enjoyed the other women characters but they were more caricature than substance and it was sad to see what worked in this film in the 1930s does not translate to the 20s and no one helped miss english get the changes updates or subtleties right if only she as writer director and producer had reached out for some assistance i think it could have been good but it was not it is so frustrating to go to a movie that has good stars and a good writer or director and come away feeling it was a waste of everyones time money this new yorker cartoon i saw yesterday is appropriate a few movie execs are having a meeting the caption reads let us remake a classic with worse everything,negative
i find it very intriguing that lee radziwill jackie kennedys sister and the cousin of these women would encourage the maysles to make big edie and little edie the subject of a film they certainly could be considered the skeletons in the family closet the extra features on the dvd include several contemporary fashion designers crediting some of their ideas to these oddball women i would say that anyone interested in fashion would find the discussion by these designers fascinating that is are they nuts or am i missing something this movie is hard to come by netflix does not have it facets does though,positive
cmon guys some previous reviewers have nearly written a novel commenting on this episode it is just an old 60s tv show this episode of star trek is notable because of the most serious babe yeoman barrows ever used on star trek and the fact that it was filmed in a real outdoor location unlike the tng and voyager series which were totally confined to sound stages this use of an outdoor location and babe gives proper depth and an almost film like quality to a quite ordinary episode of this now dated and very familiar show except a few notable exceptions that is the city on the edge of forever assignment earth and tomorrow is yesterday the old series of star trek needs to be seriously mothballed and put out of it is boring misery half a dozen good episodes from 79 is quite a poor batting average this is typical of the boring stuff gene roddenberry produced back then actually contrary to popular belief where some people worshiped the ground he walked on he actually made a lot of rubbish he does not deserve to be spoken of in the same breath as irwin allen for example just look at the set of the bridge of the enterprise from a modern point of view they used wobbly plywood for the floor cafeteria chairs with plastic backs and cheap cardboard above the instrument panels you can clearly see the folds in the paper every expense spared or what,negative
i just watched this movie on it is premier night out of curiosity and sheer nostalgia i liked not loved mork mindy as a kid mostly for robin williams zany energetic performance this movie made me remember why was the original show great not really but robin certainly was which brings me to this movie i was pleasantly surprised expecting nothing more than a paint by numbers chronological retelling of the show which in a way it was but of course the real focus was on robin it was interesting to see robins journey from struggling street jester to national tv star and how such a drastic difference affected him and his long suffering wife and my hat is off to star chris diamantopoulos as he portrayed mister williams with integrity sensitivity and heart not just a cute impression although it was even deadon on an unrelated note i noticed that robins struggles were in some ways similar to andy kaufman who was underappreciated by network tv and held back creatively but that is the taxi behind the scenes biopic all in all this was a very enjoyable flick in which i felt i got to know a little more of the man behind the orkan the acting was solid by all never melodramatic like i suspected and the story moved along well performances that were particularly good were by those who played garry marshall and john belushi the scene in which belushi heckles robin was a hoot not a great masterpiece by any means i would have liked to have seen a tad more about after midday dawber but definitely watchable especially for those robin williams and mork mindy fans out there nanoo nanoo,positive
i caught this film on azn on cable it sounded like it would be a good film a japanese green card i cannot say i have ever disliked an asian film quite the contrary some of the most incredible horror films of all time are japanese and korean and i am a huge fan of john woos hong kong films i an not adverse to a light hearted films like tampopo or chung king express two of my favourites so i thought i would like this well i would rather slit my wrists and drink my own blood than watch this laborious badly acted film ever again i think the director steven okazaki must have spiked the water with quaalude because no one in this film had a personality and when any of the characters did try to act as opposed to mumbling a line or two their performance came across as forced and incredibly fake i honestly did not think that anyone had ever acted beforethe only person who sounded genuine was brenda aoki i find it amazing that this is promoted as a comedy because i did not laugh once even more surprising is that cbs morning news called this a refreshing breath of comedy it was neither refreshing nor a breath of comedy and the ending was very predictable the previous reviewer must be an idiot to think such things avoid this film unless you want to see a boring predictable plot line and wooden acting i actually think that spike of bensonhurst is a better acted film than thisand i walked out half way through that film,negative
before i begin let me get something off my chest i am a huge fan of john eyres first film project shadowchaser the film a bgrade cross of both the terminator die hard may not be the work of a cinematic genius but is a hugely entertaining action film that became a cult hit spawned two sequels a spin off judge and jury begins with joseph meeker a convicted killer who was sent to death row following his capture after the socalled bloody shootout which seems like a poor name for a killing spree meeker kills three people while trying to rob a convenience store being led to the electric chair there is an amusing scene where meeker talks to the priest about living for sex but meeting his one true love who was killed during the shootout expressing his revenge for the person who killed her michael silvano a washedup football star who spends his days watching his son alex practicing football with his high school team and ends up harassing his sons coach but once executed meeker returns as a revenant or as kelly perine calls a hamburger without the fries whose sole before midday is to get his revenge which basically means making silvanos life a misery let me point out the fact that judge and jury is not a true horror film it is a supernatural action film with meeker chasing silvano using his ability to change form which amounts to david keith dressing up as everything from an elvis impersonator a french chef with an accent as bad as his moustache a drag queen a clown a standup comedian a shotgun which fires explosive rounds an invulnerability to death although that does not stop martin kove from shooting keith with a desert eagle to pay silvano back for killing meekers wife director john eyres does not seem interested in characterisations instead focusing solely on action scenes which the film has plenty of but that is the films main flaw since there is nothing to connect the action scenes together the acting is surprisingly good with keith delivering the best performance supported ably by kove as well as paul koslo who plays the washedup cop quite well kelly perine is annoying as the cabbie who tries to help but makes the situation worse,negative
ye lous film purple butterfly pits a secret organization purple butterfly against the japanese forces in war torn shanghai ding hui zhang ziyi and her exlover hidehiko itami toru nakamura find themselves on opposite sides of the conflict after a chance meeting i agree with the reviewer from paris the film substitutes a convoluted semihistorical conflict for a plot without giving the audience a single reason to care about the characters or their causes the sudden time shifting does not help matters as it appears completely unwarranted and pointless normally i do not mind dark movies but the absence of light the bonejarringly shaky camera footage and the generally bad filmmaking techniques really make this a tough film to watch and stay interested in i also agree with the viewer from georgia that this film has a chaotic editing style and claustrophobic cinematography but i do not think that helps the movie the backdrop to the film is one of the most potent events of the 20th century and i do not believe you can do it any justice by editing it as if it were a michael bay film the overly melodramatic moments do not add to its watchability the actors are all suitably melancholy zhang ziyi once again shows that she has an exceptionally limited acting range as she spends the entire movie doing what she seems to do best in all her films brooding and looking generally annoyed however at least she adds some variety to this role by chainsmoking and engaging in the worst lovemaking scene since michael biehn and linda hamilton in the terminator all in all a very disappointing film especially seeing as how it comes from the director of suzhou he 210,negative
after hearing about george orwells prophetic masterpiece for all of my life i am now 37 but never having read the book i am totally confused as to what i have just seen i am very familiar with the concepts covered in the novel as i am sure most are but only through hearsay and quotes without this limited knowledge this film would have been a complete mystery and even with it i am still no more educated about the story of 1984 than i was before i watched it on the plus side the cinematography is amazing hurt burton deliver fine performances and the overall feel of the movie is wonderfully grim and desolate the prostitute scene was a fantastically dark piece of film making now for the down sides and there are plenty there is a war going on at least as far as the propaganda is concerned but why with who nothing is explained there are a couple of names bandied about eurasia and so on but they mean nothing without explanation who is winston what does he do where does he come from where does he work why is he changing news reports why is not he on the front line why does not he eat the food in the canteen what is that drink he is drinking through the entire film why is he so weak ill why is not he brainwashed like the rest of them whats the deal with his mother sister what happened to his father a little back story would have been nice no scrub that essential for those like myself that have not read the book without it this is just a confusing and hard to follow arthouse movie that constantly keeps you guessing at what is actually going on the soundtrack was thisjointed and badly edited and the constant chatter from the big brother screens swamps the dialogue in places making it even harder to work out whats going on i accept that this may have been an artistic choice but it is very annoying all the same also i know this has been mentioned before but why all the nudity it just seemed totally gratuitous and felt like it had been thrown in there to make up for the lack of any plot coverage i personally cannot abide the way hollywood feels it has to explain story lines word for word these days we are not all brainwashed simpletons but this is a few steps too far the other way i can only imagine that it totally relies on the fact that youve read the book because if this film really is the literal translation that i have seen many people say i would find it very hard to understand why 1984 is hailed as the classic it is there is no denying that it was light years ahead of it is time and has pretty much predicted every change in our society to date maybe this has been a sort of bible to the powers that be but many scifi novelists have done the same without leaving gaping holes in the storyline i guess i have to do what i should have done from the start and buy a copy of the book if i am to make any sense out of this all in all very disappointed in something i have waited for years to watch,negative
this cute animated short features two comic icons betty boop and henry henry is the bald slightly portly boy from the comics who never speaks well here he does speak he wants to get a puppy from betty boops pet store and when he is left to mind the store some hilarious hijinks ensue betty sings a song about pets henry gets in a battle with birds and a monkey but everything works out in the end,positive
i just got back from this free screening and this osama witch project is the handsdown worst film i have seen this year worse than even catwoman which had the decency to at least pass itself off as fiction in september tapes a film crew of documentary journalists heads to afghanistan despite being thoroughly unprepared for the trip the conditions and oh yeah the psychotic and ridiculous vendetta of their filmmaker leader to avenge his wifes death on sept 11 to track down osama bin laden they made eight tapes on their journey which now document their travels and of course their attempts to kill the terrorist leader the eight tapes thankfully all end at points significant in the narrative which is convenient for a documentary the psychotic idiotic protagonist who is given to long significant speeches that he probably learned watching macgyver cares nothing for his own life or the life of his innocent crew as he gets them further and further into danger through a series of completely dumb mishaps i do not know why he did not just wear a sign on his back that said shoot me the crews translator supposedly their sensible voiceofreason does little more than whine and gets baffled as the idiot hero leads them into doom you wish they would brought along someone on their trip to call them all morons around tape 4 i began rooting for the terrorists to shoot the film crew,negative
i remember seeing this film in the theater in 1984 when i was 6 yearsold you do the math i absolutely loved it i was tarzan for the 2 weeks after seeing it climbing the furniture jumping around making monkey sounds it started a fascination with tarzan and monkeys but oddly enough a longer lasting love for christopher lambert keep in mind that i saw highlander very shortly after this 1984 was the last time i saw that film until about a month ago it happened to be on cable as i was getting ready for bed at 330 am and even though it was late and i was tired and i had to be at work at 900 am i stayed up to watch this movie that i loved as a kid upon viewing it i realized that it was not that great of a film and even odder then that that andie macdowells voice was dubbed by someone else ian holme was of course solid as usual and surprisingly the monkey suits still kind of held up but what was most surprising was how good lambert was as tarzan he was great the depth he managed to capture in so few lines his primal body language and most importantly his ability to bring this character through its extremely large ark were just amazing as i stated earlier i am lambert fan but i am used to highlander the hunted and fortress in this film he was really quite good and it is a shame that he never got a chance to portray a character with such depth again so to make a short story way too long i was a little disappointed that the film was not that good but i was glad to see that lambert was good and i do not regret staying up until 600am to see it,positive
a family is traveling through the mid west there is widower ben charles bateman his girlfriend nicky ahna capri and bens little daughter kt geri reischl then hit a town named hillsboro where everyone acts more than a little strangely their car breaks down and they are forced to stay they soon find out a witches coven has a spell over the town and is up to incredible evil the story is not that good people just figure things out of nothing and they just happen to find out where the witches are at the end also there are a lot of loopholes left dangling at the end the acting is pretty poor too bateman and capri are bland and everybody else is about the same only old pros strother martin and lq jones give good performances still this movie does work it forgoes blood and gore there is some but this is pg and manges to work with some very creepy visuals and atmosphere the acting hampers a lot of it but it still works martin especially chews the scenery in his role i cannot explain exactly why i sort of like this movie but it did work on me it is a quiet kind of horror that is not made anymore hardly a masterwork but this deserves to be rediscovered a 7,positive
francis ford coppola wrote and directed this stunningly personal story of a married womans flight from her husbandand the reality that perhaps the youthful glee and excitement of her younger years are behind her we learn little about this womans marriage except that she has been feeling her independence slipping away as of late she is also recently learned she is pregnant which has further complicated her heart she does not want to be a complacent wifey despite the maternal way she speaks to her husband over the phone she meets two men on her journey a former college football hero whoafter an accident during a gamehas been left with permanent brain damage and a sexy strutting motorcycle cop who has a great deal of trouble in his own life the clear clean landscapes as photographed by the very talented wilmer butler are astutely realized as are the characters shirley knight james caan and robert duvall each deliver strong gripping performances most especially since these are not very likable people in conventional terms some scenes such as knights first call home from a payphone or her first night alone with caan where they play simon says are almost too intimate to watch coppola toys with reality turning the jagged memories of his characters into scrapbooks weve been made privy to he allows scenes to play out yet the editing is quite nimble and the film is never allowed to get too heavy there are at least two or three very frisky moments it is a heady endeavorso much so that the picture was still being shown at festivals nearly five years later some may shun coppolas unapologetic twisting of events in order to underline the finale with bitter irony however the forcefulness and drive behind the picture nearly obliterate its shortcomings from,positive
this movie was not very well directed they almost totally disregarded the booki guess they were trying 2 save time the only upside 2 me was that the actor who played finny was cute some of the dialog between the main characters appeared a little gay which was not the case in the book major parts of the book were once again chopped outyou lost the over all effect it was not as haunting as the book and left me lacking severely also the strong language although it was brief was very unnecessary also i was surprised not pleasantly by a new character that was no where in the bookone of my favorite characters leper was poorly interpreted and portrayed he seemed more sinister in the movie than the real leper was in the book over all disappointing,negative
